Entity,Day,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
United Kingdom,11/16/2020,6.4556704
United Kingdom,11/17/2020,6.5059576
United Kingdom,11/18/2020,6.3802385
United Kingdom,11/19/2020,6.497576
United Kingdom,11/20/2020,6.7175846
United Kingdom,11/21/2020,6.832827
United Kingdom,11/22/2020,6.906163
United Kingdom,11/23/2020,6.9878807
United Kingdom,11/24/2020,7.1052184
United Kingdom,11/25/2020,7.2644625
United Kingdom,11/26/2020,7.327322
United Kingdom,11/27/2020,7.2958922
United Kingdom,11/28/2020,7.2456045
United Kingdom,11/29/2020,7.1911263
United Kingdom,11/30/2020,7.161792
United Kingdom,12/1/2020,7.1387434
United Kingdom,12/2/2020,7.0507402
United Kingdom,12/3/2020,6.8956866
United Kingdom,12/4/2020,6.7175846
United Kingdom,12/5/2020,6.805588
United Kingdom,12/6/2020,6.8873053
United Kingdom,12/7/2020,6.725966
United Kingdom,12/8/2020,6.5897703
United Kingdom,12/9/2020,6.5918655
United Kingdom,12/10/2020,6.6966314
United Kingdom,12/11/2020,6.7678723
United Kingdom,12/12/2020,6.7532053
United Kingdom,12/13/2020,6.738538
United Kingdom,12/14/2020,6.9082584
United Kingdom,12/15/2020,7.0004525
United Kingdom,12/16/2020,7.084265
United Kingdom,12/17/2020,7.1555057
United Kingdom,12/18/2020,7.230937
United Kingdom,12/19/2020,7.3797045
United Kingdom,12/20/2020,7.5787597
United Kingdom,12/21/2020,7.7044787
United Kingdom,12/22/2020,7.851151
United Kingdom,12/23/2020,8.050206
United Kingdom,12/24/2020,8.305835
United Kingdom,12/25/2020,8.609655
United Kingdom,12/26/2020,8.712326
United Kingdom,12/27/2020,8.856903
United Kingdom,12/28/2020,9.156533
United Kingdom,12/29/2020,9.506451
United Kingdom,12/30/2020,9.759984
United Kingdom,12/31/2020,9.935991
United Kingdom,1/1/2021,10.210477
United Kingdom,1/2/2021,10.642113
United Kingdom,1/3/2021,10.960601
United Kingdom,1/4/2021,11.256041
United Kingdom,1/5/2021,11.442523
United Kingdom,1/6/2021,11.807109
United Kingdom,1/7/2021,12.353986
United Kingdom,1/8/2021,12.884101
United Kingdom,1/9/2021,13.368119
United Kingdom,1/10/2021,13.881472
United Kingdom,1/11/2021,14.424159
United Kingdom,1/12/2021,15.191045
United Kingdom,1/13/2021,15.920215
United Kingdom,1/14/2021,16.643099
United Kingdom,1/15/2021,17.257027
United Kingdom,1/16/2021,17.860477
United Kingdom,1/17/2021,18.426214
United Kingdom,1/18/2021,19.105095
United Kingdom,1/19/2021,19.499016
United Kingdom,1/20/2021,19.821693
United Kingdom,1/21/2021,20.175802
United Kingdom,1/22/2021,20.335047
United Kingdom,1/23/2021,20.347618
United Kingdom,1/24/2021,20.372763
United Kingdom,1/25/2021,20.10456
United Kingdom,1/26/2021,19.851028
United Kingdom,1/27/2021,19.566065
United Kingdom,1/28/2021,18.90604
United Kingdom,1/29/2021,18.591743
United Kingdom,1/30/2021,18.334019
United Kingdom,1/31/2021,17.961054
United Kingdom,2/1/2021,17.41208
United Kingdom,2/2/2021,16.898727
United Kingdom,2/3/2021,16.356041
United Kingdom,2/4/2021,15.916024
United Kingdom,2/5/2021,15.379623
United Kingdom,2/6/2021,14.545687
United Kingdom,2/7/2021,13.944331
United Kingdom,2/8/2021,13.445646
United Kingdom,2/9/2021,12.93858
United Kingdom,2/10/2021,12.469229
United Kingdom,2/11/2021,11.964257
United Kingdom,2/12/2021,11.4089985
United Kingdom,2/13/2021,11.092606
United Kingdom,2/14/2021,10.602302
United Kingdom,2/15/2021,10.181143
United Kingdom,2/16/2021,9.866845
United Kingdom,2/17/2021,9.521118
United Kingdom,2/18/2021,9.200535
United Kingdom,2/19/2021,8.766805
United Kingdom,2/20/2021,8.444125
United Kingdom,2/21/2021,8.096303
United Kingdom,2/22/2021,7.8155303
United Kingdom,2/23/2021,7.415325
United Kingdom,2/24/2021,6.9208302
United Kingdom,2/25/2021,6.5248156
United Kingdom,2/26/2021,6.235662
United Kingdom,2/27/2021,5.8878393
United Kingdom,2/28/2021,5.5400167
United Kingdom,3/1/2021,5.2382913
United Kingdom,3/2/2021,4.9638047
United Kingdom,3/3/2021,4.791989
United Kingdom,3/4/2021,4.5070257
United Kingdom,3/5/2021,4.196919
United Kingdom,3/6/2021,3.9433856
United Kingdom,3/7/2021,3.773665
United Kingdom,3/8/2021,3.5662286
United Kingdom,3/9/2021,3.3923173
United Kingdom,3/10/2021,3.184881
United Kingdom,3/11/2021,3.0612574
United Kingdom,3/12/2021,2.9418244
United Kingdom,3/13/2021,2.8140101
United Kingdom,3/14/2021,2.6317174
United Kingdom,3/15/2021,2.476664
United Kingdom,3/16/2021,2.3530405
United Kingdom,3/17/2021,2.231512
United Kingdom,3/18/2021,2.0848398
United Kingdom,3/19/2021,2.0135992
United Kingdom,3/20/2021,1.860641
United Kingdom,3/21/2021,1.7956862
United Kingdom,3/22/2021,1.7244455
United Kingdom,3/23/2021,1.701397
United Kingdom,3/24/2021,1.6343468
United Kingdom,3/25/2021,1.5945358
United Kingdom,3/26/2021,1.4751028
United Kingdom,3/27/2021,1.4311012
United Kingdom,3/28/2021,1.370337
United Kingdom,3/29/2021,1.2949055
United Kingdom,3/30/2021,1.1335663
United Kingdom,3/31/2021,1.0581348
United Kingdom,4/1/2021,0.9764175
United Kingdom,4/2/2021,0.98270345
United Kingdom,4/3/2021,0.9491784
United Kingdom,4/4/2021,0.89679545
United Kingdom,4/5/2021,0.8486032
United Kingdom,4/6/2021,0.85488915
United Kingdom,4/7/2021,0.8004109
United Kingdom,4/8/2021,0.7773624
United Kingdom,4/9/2021,0.7207889
United Kingdom,4/10/2021,0.7165982
United Kingdom,4/11/2021,0.69145447
United Kingdom,4/12/2021,0.69354975
United Kingdom,4/13/2021,0.66840595
United Kingdom,4/14/2021,0.65373874
United Kingdom,4/15/2021,0.65792936
United Kingdom,4/16/2021,0.6348809
United Kingdom,4/17/2021,0.5971652
United Kingdom,4/18/2021,0.5845933
United Kingdom,4/19/2021,0.582498
United Kingdom,4/20/2021,0.56154484
United Kingdom,4/21/2021,0.5280198
United Kingdom,4/22/2021,0.502876
United Kingdom,4/23/2021,0.50497127
United Kingdom,4/24/2021,0.48401812
United Kingdom,4/25/2021,0.47773215
United Kingdom,4/26/2021,0.44001648
United Kingdom,4/27/2021,0.4316352
United Kingdom,4/28/2021,0.4295399
United Kingdom,4/29/2021,0.4085867
United Kingdom,4/30/2021,0.37715697
United Kingdom,5/1/2021,0.3436319
United States,1/28/2020,0
United States,1/29/2020,0
United States,1/30/2020,0
United States,1/31/2020,0
United States,2/1/2020,0
United States,2/2/2020,0
United States,2/3/2020,0
United States,2/4/2020,0
United States,2/5/2020,0
United States,2/6/2020,0
United States,2/7/2020,0
United States,2/8/2020,0
United States,2/9/2020,0
United States,2/10/2020,0
United States,2/11/2020,0
United States,2/12/2020,0
United States,2/13/2020,0
United States,2/14/2020,0
United States,2/15/2020,0
United States,2/16/2020,0
United States,2/17/2020,0
United States,2/18/2020,0
United States,2/19/2020,0
United States,2/20/2020,0
United States,2/21/2020,0
United States,2/22/2020,0
United States,2/23/2020,0
United States,2/24/2020,0
United States,2/25/2020,0
United States,2/26/2020,0
United States,2/27/2020,0
United States,2/28/2020,0
United States,2/29/2020,0.000418281
United States,3/1/2020,0.000418281
United States,3/2/2020,0.000836562
United States,3/3/2020,0.000836562
United States,3/4/2020,0.003346247
United States,3/5/2020,0.00460109
United States,3/6/2020,0.005437652
United States,3/7/2020,0.006274213
United States,3/8/2020,0.007529056
United States,3/9/2020,0.00920218
United States,3/10/2020,0.010875303
United States,3/11/2020,0.010038741
United States,3/12/2020,0.011711865
United States,3/13/2020,0.015894674
United States,3/14/2020,0.017567797
United States,3/15/2020,0.020914044
United States,3/16/2020,0.024260292
United States,3/17/2020,0.030116225
United States,3/18/2020,0.037226997
United States,3/19/2020,0.046010897
United States,3/20/2020,0.0677615
United States,3/21/2020,0.09369492
United States,3/22/2020,0.12757567
United States,3/23/2020,0.16898547
United States,3/24/2020,0.21081357
United States,3/25/2020,0.27062774
United States,3/26/2020,0.34633657
United States,3/27/2020,0.44546914
United States,3/28/2020,0.55924153
United States,3/29/2020,0.7244625
United States,3/30/2020,0.9101792
United States,3/31/2020,1.1389788
United States,4/1/2020,1.334316
United States,4/2/2020,1.6576471
United States,4/3/2020,2.0006375
United States,4/4/2020,2.40637
United States,4/5/2020,2.7782216
United States,4/6/2020,3.18981
United States,4/7/2020,3.6950934
United States,4/8/2020,4.138471
United States,4/9/2020,4.6031814
United States,4/10/2020,5.06329
United States,4/11/2020,5.4476905
United States,4/12/2020,5.809503
United States,4/13/2020,6.0822225
United States,4/14/2020,6.07553
United States,4/15/2020,6.165042
United States,4/16/2020,6.306839
United States,4/17/2020,6.5201626
United States,4/18/2020,6.6100926
United States,4/19/2020,6.6498294
United States,4/20/2020,6.505941
United States,4/21/2020,6.562827
United States,4/22/2020,6.6347713
United States,4/23/2020,6.735577
United States,4/24/2020,6.522254
United States,4/25/2020,6.3294263
United States,4/26/2020,6.231967
United States,4/27/2020,6.2503715
United States,4/28/2020,6.058799
United States,4/29/2020,5.8128495
United States,4/30/2020,5.5777755
United States,5/1/2020,5.6597586
United States,5/2/2020,5.766002
United States,5/3/2020,5.70326
United States,5/4/2020,5.5848866
United States,5/5/2020,5.5334377
United States,5/6/2020,5.4422526
United States,5/7/2020,5.5773573
United States,5/8/2020,5.545568
United States,5/9/2020,5.4598203
United States,5/10/2020,5.3364277
United States,5/11/2020,5.2870703
United States,5/12/2020,5.145273
United States,5/13/2020,5.0461407
United States,5/14/2020,4.6692696
United States,5/15/2020,4.320423
United States,5/16/2020,4.282778
United States,5/17/2020,4.2371855
United States,5/18/2020,4.1317787
United States,5/19/2020,4.0707097
United States,5/20/2020,4.0339007
United States,5/21/2020,3.8858294
United States,5/22/2020,3.830198
United States,5/23/2020,3.4704766
United States,5/24/2020,3.5796478
United States,5/25/2020,3.453327
United States,5/26/2020,3.395186
United States,5/27/2020,3.2868512
United States,5/28/2020,3.1329238
United States,5/29/2020,3.095697
United States,5/30/2020,3.165968
United States,5/31/2020,2.8484929
United States,6/1/2020,2.8355262
United States,6/2/2020,2.7874238
United States,6/3/2020,2.789097
United States,6/4/2020,2.8405454
United States,6/5/2020,2.7305377
United States,6/6/2020,2.577447
United States,6/7/2020,2.5042477
United States,6/8/2020,2.4051151
United States,6/9/2020,2.3716526
United States,6/10/2020,2.4072065
United States,6/11/2020,2.3624504
United States,6/12/2020,2.3038912
United States,6/13/2020,2.305146
United States,6/14/2020,2.2461684
United States,6/15/2020,2.2528608
United States,6/16/2020,2.2093596
United States,6/17/2020,2.104371
United States,6/18/2020,2.0403743
United States,6/19/2020,1.9575546
United States,6/20/2020,1.8550757
United States,6/21/2020,1.8634413
United States,6/22/2020,1.8178487
United States,6/23/2020,1.7860594
United States,6/24/2020,1.7400485
United States,6/25/2020,1.7701647
United States,6/26/2020,1.7735109
United States,6/27/2020,2.5640619
United States,6/28/2020,2.543566
United States,6/29/2020,2.5506768
United States,6/30/2020,2.561552
United States,7/1/2020,2.5807931
United States,7/2/2020,2.5456574
United States,7/3/2020,2.5833027
United States,7/4/2020,1.818267
United States,7/5/2020,1.8617682
United States,7/6/2020,1.8391811
United States,7/7/2020,1.847965
United States,7/8/2020,1.9052694
United States,7/9/2020,2.0165322
United States,7/10/2020,2.1407616
United States,7/11/2020,2.2482598
United States,7/12/2020,2.312675
United States,7/13/2020,2.4590733
United States,7/14/2020,2.61802
United States,7/15/2020,2.6736515
United States,7/16/2020,2.6677954
United States,7/17/2020,2.6857815
United States,7/18/2020,2.7393215
United States,7/19/2020,2.7882605
United States,7/20/2020,2.836781
United States,7/21/2020,2.8752627
United States,7/22/2020,2.932149
United States,7/23/2020,3.0488493
United States,7/24/2020,3.0777109
United States,7/25/2020,3.146727
United States,7/26/2020,3.2316382
United States,7/27/2020,3.2914524
United States,7/28/2020,3.2993996
United States,7/29/2020,3.3282611
United States,7/30/2020,3.3157127
United States,7/31/2020,3.3106933
United States,8/1/2020,3.3717623
United States,8/2/2020,3.4073162
United States,8/3/2020,3.4140086
United States,8/4/2020,3.4018784
United States,8/5/2020,3.367161
United States,8/6/2020,3.3290975
United States,8/7/2020,3.3629782
United States,8/8/2020,3.2839231
United States,8/9/2020,3.2621727
United States,8/10/2020,3.2115607
United States,8/11/2020,3.2023585
United States,8/12/2020,3.1780982
United States,8/13/2020,3.1889734
United States,8/14/2020,3.21658
United States,8/15/2020,3.2098875
United States,8/16/2020,3.0969517
United States,8/17/2020,3.0588882
United States,8/18/2020,3.054287
United States,8/19/2020,2.9881988
United States,8/20/2020,2.917091
United States,8/21/2020,2.8911574
United States,8/22/2020,2.8095927
United States,8/23/2020,2.7928615
United States,8/24/2020,2.8154488
United States,8/25/2020,2.7932796
United States,8/26/2020,2.7711108
United States,8/27/2020,2.7510333
United States,8/28/2020,2.6665406
United States,8/29/2020,2.6414437
United States,8/30/2020,2.6531556
United States,8/31/2020,2.5833027
United States,9/1/2020,2.5335274
United States,9/2/2020,2.5205607
United States,9/3/2020,2.512195
United States,9/4/2020,2.437741
United States,9/5/2020,2.4410872
United States,9/6/2020,2.3862925
United States,9/7/2020,2.3703978
United States,9/8/2020,2.3570127
United States,9/9/2020,2.3001266
United States,9/10/2020,2.1717143
United States,9/11/2020,2.147454
United States,9/12/2020,2.0989335
United States,9/13/2020,2.081784
United States,9/14/2020,2.023643
United States,9/15/2020,2.0382829
United States,9/16/2020,2.0140226
United States,9/17/2020,2.1177561
United States,9/18/2020,2.2319467
United States,9/19/2020,2.1901188
United States,9/20/2020,2.165022
United States,9/21/2020,2.1700413
United States,9/22/2020,2.071327
United States,9/23/2020,2.145781
United States,9/24/2020,2.0868034
United States,9/25/2020,2.0048203
United States,9/26/2020,2.0081666
United States,9/27/2020,1.9977095
United States,9/28/2020,1.9935267
United States,9/29/2020,2.0010557
United States,9/30/2020,1.9437513
United States,10/1/2020,2.000219
United States,10/2/2020,1.9094522
United States,10/3/2020,1.9065243
United States,10/4/2020,1.9604825
United States,10/5/2020,1.9190727
United States,10/6/2020,1.9592277
United States,10/7/2020,2.004402
United States,10/8/2020,1.9374771
United States,10/9/2020,1.977632
United States,10/10/2020,1.9784685
United States,10/11/2020,1.9303663
United States,10/12/2020,1.9788868
United States,10/13/2020,1.9684298
United States,10/14/2020,1.9638288
United States,10/15/2020,1.9709395
United States,10/16/2020,1.9872525
United States,10/17/2020,1.9713578
United States,10/18/2020,2.0081666
United States,10/19/2020,2.013186
United States,10/20/2020,2.0801108
United States,10/21/2020,2.1282132
United States,10/22/2020,2.1863542
United States,10/23/2020,2.2859051
United States,10/24/2020,2.3775086
United States,10/25/2020,2.3938215
United States,10/26/2020,2.4536357
United States,10/27/2020,2.3984227
United States,10/28/2020,2.4277022
United States,10/29/2020,2.4716218
United States,10/30/2020,2.473295
United States,10/31/2020,2.5544415
United States,11/1/2020,2.5498402
United States,11/2/2020,2.594178
United States,11/3/2020,2.6389341
United States,11/4/2020,2.6623578
United States,11/5/2020,2.7188258
United States,11/6/2020,2.8171217
United States,11/7/2020,2.8660607
United States,11/8/2020,3.0132954
United States,11/9/2020,3.0772924
United States,11/10/2020,3.1500733
United States,11/11/2020,3.2303834
United States,11/12/2020,3.499338
United States,11/13/2020,3.5913596
United States,11/14/2020,3.6415534
United States,11/15/2020,3.6461544
United States,11/16/2020,3.8038464
United States,11/17/2020,3.8644972
United States,11/18/2020,3.901306
United States,11/19/2020,3.8665886
United States,11/20/2020,3.998347
United States,11/21/2020,4.238022
United States,11/22/2020,4.5257993
United States,11/23/2020,4.631206
United States,11/24/2020,4.7466516
United States,11/25/2020,4.9118724
United States,11/26/2020,5.03652
United States,11/27/2020,5.2272563
United States,11/28/2020,5.124359
United States,11/29/2020,4.9984565
United States,11/30/2020,4.9072714
United States,12/1/2020,4.8980694
United States,12/2/2020,4.9537005
United States,12/3/2020,5.158658
United States,12/4/2020,5.3539953
United States,12/5/2020,5.799883
United States,12/6/2020,6.190975
United States,12/7/2020,6.5548797
United States,12/8/2020,6.683292
United States,12/9/2020,6.861898
United States,12/10/2020,6.938025
United States,12/11/2020,7.1751904
United States,12/12/2020,7.1605506
United States,12/13/2020,7.4094276
United States,12/14/2020,7.4361978
United States,12/15/2020,7.624006
United States,12/16/2020,7.6164765
United States,12/17/2020,7.698878
United States,12/18/2020,7.726485
United States,12/19/2020,7.991256
United States,12/20/2020,7.8912873
United States,12/21/2020,8.011333
United States,12/22/2020,8.033503
United States,12/23/2020,8.106283
United States,12/24/2020,8.161915
United States,12/25/2020,8.098755
United States,12/26/2020,7.9661593
United States,12/27/2020,7.6683435
United States,12/28/2020,7.217855
United States,12/29/2020,7.1396365
United States,12/30/2020,7.160969
United States,12/31/2020,7.353378
United States,1/1/2021,7.5729756
United States,1/2/2021,7.8795753
United States,1/3/2021,8.219219
United States,1/4/2021,8.5262375
United States,1/5/2021,8.585216
United States,1/6/2021,8.522055
United States,1/7/2021,8.5827055
United States,1/8/2021,8.621187
United States,1/9/2021,8.714882
United States,1/10/2021,8.991784
United States,1/11/2021,9.421359
United States,1/12/2021,9.6351
United States,1/13/2021,9.846333
United States,1/14/2021,9.889833
United States,1/15/2021,9.97809
United States,1/16/2021,9.887742
United States,1/17/2021,9.750964
United States,1/18/2021,9.808687
United States,1/19/2021,9.82751
United States,1/20/2021,9.708717
United States,1/21/2021,9.34816
United States,1/22/2021,9.247772
United States,1/23/2021,9.285835
United States,1/24/2021,9.409228
United States,1/25/2021,9.210127
United States,1/26/2021,9.158678
United States,1/27/2021,9.069585
United States,1/28/2021,9.420104
United States,1/29/2021,9.471971
United States,1/30/2021,9.479081
United States,1/31/2021,9.306332
United States,2/1/2021,9.203434
United States,2/2/2021,9.125634
United States,2/3/2021,9.205944
United States,2/4/2021,8.942845
United States,2/5/2021,8.662597
United States,2/6/2021,8.351814
United States,2/7/2021,8.407446
United States,2/8/2021,8.397408
United States,2/9/2021,8.179901
United States,2/10/2021,7.9452453
United States,2/11/2021,7.7457256
United States,2/12/2021,7.5503883
United States,2/13/2021,7.6026735
United States,2/14/2021,8.297856
United States,2/15/2021,8.512434
United States,2/16/2021,8.429196
United States,2/17/2021,8.31166
United States,2/18/2021,7.867027
United States,2/19/2021,7.6026735
United States,2/20/2021,7.182301
United States,2/21/2021,6.0366297
United States,2/22/2021,5.418829
United States,2/23/2021,5.39917
United States,2/24/2021,5.4409976
United States,2/25/2021,5.571083
United States,2/26/2021,5.484917
United States,2/27/2021,5.7371407
United States,2/28/2021,5.5882325
United States,3/1/2021,5.5024853
United States,3/2/2021,5.2937627
United States,3/3/2021,5.225165
United States,3/4/2021,4.9783792
United States,3/5/2021,4.945335
United States,3/6/2021,4.38693
United States,3/7/2021,4.3693624
United States,3/8/2021,4.220036
United States,3/9/2021,4.1652412
United States,3/10/2021,3.9473166
United States,3/11/2021,3.9778512
United States,3/12/2021,3.8440013
United States,3/13/2021,3.7611818
United States,3/14/2021,3.5800662
United States,3/15/2021,3.4466345
United States,3/16/2021,3.344574
United States,3/17/2021,3.2989814
United States,3/18/2021,3.1534195
United States,3/19/2021,2.9438608
United States,3/20/2021,2.7928615
United States,3/21/2021,2.6201115
United States,3/22/2021,2.5197241
United States,3/23/2021,2.4787326
United States,3/24/2021,2.5812113
United States,3/25/2021,2.5393832
United States,3/26/2021,2.5607157
United States,3/27/2021,2.5711727
United States,3/28/2021,2.5561144
United States,3/29/2021,2.6117458
United States,3/30/2021,2.6389341
United States,3/31/2021,2.4758046
United States,4/1/2021,2.4657657
United States,4/2/2021,2.391312
United States,4/3/2021,2.3222954
United States,4/4/2021,2.2386394
United States,4/5/2021,2.1788251
United States,4/6/2021,2.142853
United States,4/7/2021,2.0650527
United States,4/8/2021,2.0734184
United States,4/9/2021,2.0202966
United States,4/10/2021,2.041629
United States,4/11/2021,2.050831
United States,4/12/2021,2.0642161
United States,4/13/2021,2.0374463
United States,4/14/2021,2.1089723
United States,4/15/2021,2.1098087
United States,4/16/2021,2.0934958
United States,4/17/2021,2.0629613
United States,4/18/2021,2.0391192
United States,4/19/2021,1.9918536
United States,4/20/2021,2.0048203
United States,4/21/2021,1.9755406
United States,4/22/2021,1.9734492
United States,4/23/2021,1.967175
United States,4/24/2021,1.9629922
United States,4/25/2021,1.974704
United States,4/26/2021,1.9859977
United States,4/27/2021,1.9592277
United States,4/28/2021,1.9609008
United States,4/29/2021,1.8772446
United States,4/30/2021,1.9044329
United States,5/1/2021,1.8914661
